revenue,net profit,operating profit,non-controlling profit,eps,operating-eps,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,CENCOSUD
533504383000.0,48528055000.0,48528055000.0,24320941000.0,58.09,58.09,,667870629000.0,,,472030756000.0,27134644000.0,,312575863000.0,411891019000.0,60748350000.0,27322206000.0,23058774000.0,170815636000.0,650627845000.0,2181340708000.0,27509000.0,6528751000.0,1098659000.0,3224857704000.0,273557132000.0,280537657000.0,3875485549000.0,538920137000.0,1182983812000.0,416710367.0,85434755000.0,422493319.0,127331944000.0,-33295401000.0,-81453344000.0,,,472030756000.0,37900189000.0,123460000.0,15039366000.0,-848756000.0,357630165000.0,,,24712566000.0,,35267477000.0,201303,CGE
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,CGE
13703029000.0,862950000.0,862950000.0,952000.0,0.73,0.73,,14731053000.0,,,11480492000.0,528086000.0,,14173630000.0,9219890000.0,924642000.0,293300000.0,134633000.0,1517541000.0,31218084000.0,27567865000.0,2970180000.0,158412000.0,,21829081000.0,,99825000.0,53047165000.0,21031373000.0,25485870000.0,1181420348.0,15984094000.0,1181420348.0,878915000.0,-3080915000.0,2555973000.0,,,11480492000.0,1837059000.0,650000.0,,,10400740000.0,,,1516770000.0,,982950000.0,201303,CIC
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,CIC
67104224199.99999,2307468800.0,2307468800.0,,0.007130199999999999,0.007130199999999999,147160000.0,87698530400.0,,,66898935999.99999,,,11143691000.0,56229100200.0,3372171400.0,1859366600.0,869715600.0,3520067200.0,174124126800.0,151876478000.0,1556952800.0,1930003399.9999998,3145545000.0,109475267200.0,133915599.99999999,43412200.0,283599394000.0,104332761000.0,131722915999.99998,439817195.0,87824352200.0,439817195.0,15679162199.999998,-2200777800.0,-14802088600.0,,,66898935999.99999,5056417600.0,,1373738600.0,35318400.0,63532650999.99999,,,2363389600.0,,4401555600.0,201303,CINTAC
10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,CINTAC
3210000.0,-2278000.0,-2278000.0,,-2278.0,-2278.0,,,,,,,,,2693000.0,-2278000.0,2693000.0,,540000.0,540000.0,57000.0,,,,395759000.0,,,396299000.0,57000.0,396242000.0,9000.0,,9000.0,,13000.0,,,,,,,,,,,,,,,201303,CLUBUNION
10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201303,CLUBUNION
878302386000.0,62038976999.99999,62038976999.99999,69901000.0,0.0379,0.0379,,1003300825799.9999,,,785127296200.0,36717155800.0,,476631373400.0,714673710400.0,58851491400.0,63089699399.99999,30637240400.0,319165758600.0,2477044947000.0,4431016296200.0,325690833000.0,18938756200.0,28819078600.0,7877957484800.0,105303281200.0,11001681600.0,10355002431800.0,1243170890000.0,5920453559800.0,2219397052.0,817506175200.0,2219397052.0,119909647000.0,-100124720800.0,-20882739800.0,,,785127296200.0,,,58128200.0,2955708600.0,663861569800.0,9765537600.0,,18135998400.0,193769986800.0,100013615000.0,201303,CMPC
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,201303,CMPC
270010639599.99997,17963821200.0,17963821200.0,,0.00139,0.00139,,302614673400.0,41204800000.0,,203634857400.0,4143289799.9999995,,130209375399.99998,,14192846200.0,29731470600.0,11196668600.0,174806949200.0,469959874800.0,1810475633200.0,20257309800.0,18631927600.0,4887183600.0,3946190318200.0,,56855266000.0,4416150193000.0,406528028400.0,2605674559800.0,17536167720.0,34667952800.0,17536167720.0,99665581600.0,-73542474200.0,-12970682400.0,,,203634857400.0,16336231599.999998,,,1441432200.0,113325708600.0,8570598399.999999,,1288385800.0,445894800.0,11023755600.0,201303,COLBUN
10.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,201303,COLBUN
2103018000.0,-229904000.0,-229904000.0,-19396000.0,,,,3051652000.0,,,1108179000.0,3489000.0,,1274242000.0,1749868000.0,-302467000.0,838772000.0,,439854000.0,4874239000.0,16596767000.0,1024697000.0,,,38933674000.0,,18837396000.0,43807913000.0,1530128000.0,21434177000.0,100000000.0,57752000.0,100000000.0,782497000.0,-915379000.0,,,,1108179000.0,1157487000.0,,,,2760627000.0,48666000.0,,239802000.0,200052000.0,,201303,COLO COLO
10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,201303,COLO COLO
91080811000.0,5404095000.0,5404095000.0,157802000.0,,,42532000.0,131576733000.0,,,88160908000.0,,,64296423000.0,60525948000.0,6792424000.0,3828020000.0,2661870000.0,79797978000.0,429519639000.0,408260673000.0,15434875000.0,14101869000.0,,415390054000.0,20526395000.0,28485723000.0,844909693000.0,195819382000.0,435894921000.0,747005982.0,190967862000.0,747005982.0,28494214000.0,-7265925000.0,247366000.0,,,88160908000.0,17071335000.0,85870000.0,,-554008000.0,87386005000.0,,,,,9375432000.0,201303,CONCHATORO
10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,201303,CONCHATORO
4398379887200.0,188304464400.0,185763011200.0,12678569800.0,135.107596,0.18096,9262986200.0,4666141186200.0,22009985400.0,,4330906291399.9995,56705898600.0,,1234024160200.0,3838013002200.0,227384274000.0,98753189600.0,-66200661799.99999,896662803400.0,4647931607800.0,8358128791999.999,125439183999.99998,189236723000.0,5054210200.0,11757671216200.0,139582731600.0,693578324400.0,16405602823999.998,2581304128000.0,7436868194600.0,1299853848.0,1207672954800.0,1299853848.0,178571302000.0,-105312110800.0,-7424222000.0,,,4330906291399.9995,150017111400.0,23832562000.0,5194748000.0,-23165191400.0,1319357093600.0,,,236252135600.0,362434477600.0,19882787600.0,201303,COPEC
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,201303,COPEC
55987479000.0,101186000.0,101186000.0,104445000.0,,,,88489267000.0,,,87135390000.0,,,70171034000.0,50469677000.0,-165848000.0,631360000.0,-2300081000.0,4019375000.0,159108445000.0,172237343000.0,,778919000.0,350225000.0,50910665000.0,,409327000.0,210019110000.0,128226058000.0,34151724000.0,31206470.0,40698394000.0,31206470.0,-3765435000.0,-2499210000.0,8901174000.0,,,87135390000.0,3121923000.0,,,,111459563000.0,,,730384000.0,,,201303,COPEVAL
10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201303,COPEVAL
44298863.0,37734881.0,37734881.0,,1.63,1.63,,,,,1646377.0,,,245240231.0,,37734881.0,,,654705.0,98414566.0,2270259607.0,89820939.0,,,12689325607.0,,,12787740173.0,253087898.0,10517480566.0,23100000.0,,23100000.0,-30411.0,,,,,1646377.0,5189516.0,,,,,,,654705.0,,2655000.0,201303,COVADONGA
10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,10.0,201303,COVADONGA
45940157000.0,2739116000.0,2739116000.0,149537000.0,40.0,40.0,728320000.0,60126879000.0,,,34533570000.0,3170871000.0,,18758999000.0,33412123000.0,3692475000.0,5148591000.0,1263822000.0,29527785000.0,204071336000.0,187871485000.0,22773098000.0,1482033000.0,2404754000.0,280159703000.0,3083440000.0,7057430000.0,484231039000.0,46364878000.0,237245109000.0,64000000.0,76684372000.0,64000000.0,11042878000.0,-4200726000.0,-3645030000.0,,,34533570000.0,9048076000.0,14000.0,1915274000.0,-98204000.0,54129903000.0,783060000.0,,2553542000.0,,,201303,CRISTALES
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,201303,CRISTALES
3713544967.0,795172935.0,795172935.0,,,,,1279227244.0,,,882423890.0,594.0,,1245370498.0,2433719511.0,857182542.0,902176413.0,,217920829.0,2960209736.0,1542602519.0,1234343456.0,,,9735446638.0,,7470577222.0,12695656374.0,1500591849.0,11153053855.0,50000000.0,11451177.0,50000000.0,645639133.0,-473644066.0,,,,882423890.0,738540140.0,,,,1487476009.0,,,,,730791720.0,201303,CRUZADOS
10.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,10.0,201303,CRUZADOS
163170454000.0,14198006000.0,14198006000.0,898567000.0,13.89,13.89,2508479000.0,246676895000.0,,,142715729000.0,22154861000.0,,121410976000.0,,17985145000.0,37260306000.0,8330827000.0,177674274000.0,447674654000.0,875694545000.0,28806594000.0,23066929000.0,4215594000.0,1042520079000.0,21660128000.0,35166747000.0,1490194733000.0,329421259000.0,610966668000.0,957157085.0,6514368000.0,957157085.0,20909026000.0,-78831009000.0,-10971709000.0,,,142715729000.0,55392331000.0,4778000.0,,,138068312000.0,,,8214982000.0,,23636943000.0,201303,CTC
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,CTC
5017695000.0,8015659000.0,8015659000.0,550665000.0,9.6639,9.6639,,,,,14410000.0,,,8351000.0,83823000.0,8093884000.0,,-4076194000.0,122343000.0,7239456000.0,315152237000.0,,,,815294010000.0,,4260000.0,822533466000.0,130425721000.0,441481764000.0,772465685.0,,772465685.0,-35677000.0,23976734000.0,-23976734000.0,,,14410000.0,,,,-1327000.0,7117113000.0,,,42266000.0,80077000.0,,201303,CVA
10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,201303,CVA
32756965000.0,3254791000.0,3254791000.0,197290000.0,30.58,30.58,127142000.0,34260021000.0,,,36274071000.0,417534000.0,,28065475000.0,25241395000.0,3854783000.0,861488000.0,805110000.0,5925150000.0,77447718000.0,91529048000.0,815716000.0,492722000.0,926932000.0,160418187000.0,468643000.0,442250000.0,237865905000.0,58443068000.0,136175958000.0,100000000.0,32422198000.0,100000000.0,-5046993000.0,1901213000.0,6718306000.0,,,36274071000.0,3613205000.0,22118000.0,1639000.0,425308000.0,31165894000.0,,,1486611000.0,928962000.0,4451331000.0,201303,DUNCANFOX
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,201303,DUNCANFOX
209773636800.0,13137709000.0,13137709000.0,910184600.0,,,,249659147399.99997,,,196840480200.0,309036000.0,,113307313600.0,178840604800.0,16793163399.999998,25835409600.0,,77278130800.0,476047884000.0,910876252000.0,82005645800.0,67670790199.99999,6529489200.0,1742386908600.0,18467844200.0,249954203199.99997,2218434792600.0,186754869600.0,1221853292400.0,1053309776.0,91105284400.0,1053309776.0,17637861800.0,-4671594200.0,,,,196840480200.0,11109844200.0,21744361600.0,,,87434378200.0,52241800.0,,3599533600.0,,,201303,ECL
10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,12.0,12.0,201303,ECL
6608516000.0,1312033000.0,1312033000.0,15781000.0,99.09,99.09,,7980907000.0,,,4060909000.0,758495000.0,,1940945000.0,3910177000.0,1636722000.0,918672000.0,191615000.0,1508826000.0,7502788000.0,25201812000.0,,96071000.0,,53773968000.0,,120839000.0,61276756000.0,3101246000.0,35932267000.0,13081284.0,472692000.0,13081284.0,1941968000.0,-584900000.0,-543412000.0,,,4060909000.0,1133925000.0,,,-201000.0,3479272000.0,,,202081000.0,,866354000.0,201303,EDELMAG
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,EDELMAG
10011992000.0,44492000.0,44492000.0,1000.0,,,,11340220000.0,,,8634519000.0,,,10077289000.0,9168454000.0,53640000.0,600449000.0,,182661000.0,21657315000.0,26328763000.0,163982000.0,,411859000.0,39619536000.0,873358000.0,1218723000.0,61276851000.0,15254546000.0,34948062000.0,113589915.0,9188300000.0,113589915.0,474032000.0,-956265000.0,553735000.0,,,8634519000.0,1917007000.0,,,-4109000.0,10563915000.0,,,135550000.0,45023000.0,1951236000.0,201303,EDELPA
10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,201303,EDELPA
55221590000.0,130098000.0,130098000.0,490231000.0,-0.59,-0.59,,68404917000.0,,,38658742000.0,754155000.0,,48574101000.0,51732599000.0,489191000.0,11007000.0,,47601098000.0,160328221000.0,91899797000.0,,100101000.0,,30924390000.0,689840000.0,11007000.0,191252611000.0,81709047000.0,97362989000.0,605364800.0,16922310000.0,605364800.0,85292000.0,-925807000.0,2040765000.0,,,38658742000.0,23288237000.0,,,,10029692000.0,4013344000.0,,4555993000.0,4369950000.0,,201303,EISA
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,201303,EISA
110525123000.0,7121467000.0,7121467000.0,1236738000.0,163.0,163.0,900930000.0,124033741000.0,,,85107108000.0,3199620000.0,,60684092000.0,86998548000.0,10595740000.0,6078704000.0,-2202467000.0,77122090000.0,371631856000.0,330301821000.0,23280752000.0,2633180000.0,5432939000.0,352073410000.0,4451237000.0,9285414000.0,723705266000.0,101309851000.0,259116796000.0,43800000.0,140662586000.0,43800000.0,13283695000.0,-8660849000.0,26333794000.0,,,85107108000.0,17459579000.0,85000.0,2067113000.0,-154568000.0,102382455000.0,3775923000.0,,6399940000.0,4466790000.0,,201303,ELECMETAL
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,201303,ELECMETAL
105357793000.0,13046071000.0,13046071000.0,395000.0,25.54,25.54,,137185157000.0,,,83764799000.0,15097365000.0,,66505144000.0,64272424000.0,15980890000.0,5125316000.0,1024354000.0,25280015000.0,95578492000.0,201537222000.0,953950000.0,1738079000.0,3028969000.0,381426360000.0,144477536000.0,123119000.0,477004852000.0,126724416000.0,275458206000.0,510853230.0,29529526000.0,510853230.0,27102513000.0,-20029584000.0,-913727000.0,,,83764799000.0,10401048000.0,,,-224925000.0,26482841000.0,,,16065601000.0,,6150379000.0,201303,EMBONOR
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,EMBONOR
3437883000.0,-310985000.0,-310985000.0,14000.0,,-0.4887,,3401532000.0,,,2854797000.0,34263000.0,,2360496000.0,2735997000.0,-272725000.0,151807000.0,21914000.0,71019000.0,17200427000.0,10375446000.0,89032000.0,631483000.0,302592000.0,22583334000.0,,821456000.0,39783761000.0,5656205000.0,29408320000.0,636428572.0,8036917000.0,636428572.0,141177000.0,-418502000.0,-1652000.0,,,2854797000.0,600628000.0,,,-12102000.0,3945186000.0,172943000.0,,5793000.0,,747981000.0,201303,EMILIANA
10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,201303,EMILIANA
122943350400.0,17070559999.999998,17070559999.999998,,,,-874130400.0,102945042200.0,,,78713676600.0,,,39351319800.0,91729978600.0,21424288600.0,4830527000.0,-824831800.0,41029679600.0,226808142600.0,250057950999.99997,,,6109347400.0,388377314000.0,836604600.0,4543565000.0,615185456600.0,173586992800.0,365127505600.0,123000000.0,76540123400.0,123000000.0,3252971800.0,-3108019200.0,7573589400.0,,,78713676600.0,13178178000.0,,,36790000.0,97489085200.0,,,3258858200.0,37736974600.0,15521700999.999998,201303,ENAEX
10.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,201303,ENAEX
1399935980000.0,195351453000.0,195351453000.0,111191959000.0,1714.0,1714.0,,1693855057000.0,,,1015399732000.0,312181953000.0,,1324476321000.0,,277600726000.0,101975722000.0,,1443735890000.0,3356696646000.0,6352264233000.0,532754647000.0,127137514000.0,,11003082516000.0,1389379413000.0,1221319156000.0,14359779162000.0,2802844092000.0,5915642958000.0,49092772762.0,72854350000.0,49092772762.0,260921014000.0,-494840714000.0,875487883000.0,,,1015399732000.0,121828263000.0,5045867000.0,106334527000.0,-13664354000.0,817206966000.0,,,187739268000.0,334903103000.0,113066876000.0,201303,ENELAM
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,201303,ENELAM
230721609000.0,37718938000.0,37718938000.0,74000.0,32.78,32.78,,278492692000.0,,,238778715000.0,,,76644296000.0,,43333677000.0,6711262000.0,,3030027000.0,165510242000.0,251622084000.0,756366000.0,2471196000.0,,1148636420000.0,2240478000.0,12674651000.0,1314146662000.0,168624312000.0,1062521055000.0,1150742161.0,1860996000.0,1150742161.0,25022151000.0,-12249616000.0,-16522558000.0,,,238778715000.0,8710931000.0,,,-20734000.0,133528785000.0,,,3026816000.0,,7111977000.0,201303,ENELDXCH
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,ENELDXCH
483516746000.0,108968663000.0,108968663000.0,45634540000.0,,,,537488038000.0,,,353898048000.0,7990657000.0,,331503734000.0,,144289203000.0,48193663000.0,,186677223000.0,678345877000.0,2958411930000.0,19740075000.0,29817983000.0,,5596228166000.0,98689825000.0,53586257000.0,6274574043000.0,1089942723000.0,2569752612000.0,8201754580.0,46296536000.0,8201754580.0,128136611000.0,-74227661000.0,-94304633000.0,,,353898048000.0,32229959000.0,5045867000.0,57432062000.0,-8604827000.0,120630556000.0,,,115120723000.0,,30144422000.0,201303,ENELGXCH
10.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,ENELGXCH
39348908000.0,1334411000.0,1334411000.0,-109446000.0,0.6864,0.6864,,44959832000.0,,,18933907000.0,6920693000.0,,15268933000.0,31306046000.0,1624966000.0,5184600000.0,3356404000.0,41598319000.0,71118760000.0,236232201000.0,,5079710000.0,274896000.0,279677675000.0,7372570000.0,46687978000.0,350796435000.0,86472434000.0,103035734000.0,2103530687.0,1669479000.0,2143280668.0,7565823000.0,-396064000.0,9081677000.0,,,18933907000.0,11351163000.0,,,-50941000.0,2441171000.0,,,28205828000.0,,11660609000.0,201303,ENJOY
10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,201303,ENJOY
9547740800.0,1016139799.9999999,1016139799.9999999,,,,,13825682000.0,,,8715551000.0,,,6354368800.0,7130637800.0,1269255000.0,1152262800.0,776269000.0,1095606200.0,18007233400.0,68477226999.99999,6035031600.0,89767600.0,,102580821200.0,,,120588054600.0,10783149000.0,52110827600.0,43762312.0,2447270800.0,43762312.0,4041013599.9999995,-346561800.0,-2637843000.0,,,8715551000.0,499608199.99999994,,,7358000.0,5291873600.0,,,136123000.0,949182000.0,426028200.0,201303,ENLASA
